area_code,type,diocese,sa_2022_code,african_caribbean_black,asian,other,white
047106017,ROI small area,"Cork, Cloyne and Ross",047106017,0,1,8,217
047132084,ROI small area,"Cork, Cloyne and Ross",047132084,0,2,0,270
047261004,ROI small area,"Cork, Cloyne and Ross",047261004,0,5,2,184
047253018,ROI small area,"Cork, Cloyne and Ross",047253018,28,16,12,442
127039003,ROI small area,"Tuam, Limerick and Killaloe",127039003,4,2,12,254
037113001,ROI small area,"Tuam, Limerick and Killaloe",037113001,0,15,21,241
037042006,ROI small area,"Tuam, Limerick and Killaloe",037042006,2,4,0,256
037042005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
087070005,ROI small area,Meath and Kildare,087070005,14,10,4,241
068007011,ROI small area,"Tuam, Limerick and Killaloe",068007011,0,10,14,233
068007002,ROI small area,"Tuam, Limerick and Killaloe",068007002,3,10,5,231
068009004,ROI small area,"Tuam, Limerick and Killaloe",068009004,1,9,2,155
068001035,ROI small area,"Tuam, Limerick and Killaloe",068001035,3,21,1,277
067021005,ROI small area,"Tuam, Limerick and Killaloe",067021005,4,17,13,437
127039005,ROI small area,"Tuam, Limerick and Killaloe",127039005,0,0,4,164
087014005,ROI small area,Meath and Kildare,087014005,10,8,30,464
047115006,ROI small area,"Cork, Cloyne and Ross",047115006,0,1,2,294
047115007,ROI small area,"Cork, Cloyne and Ross",047115007,0,1,2,148
127117004,ROI small area,"Tuam, Limerick and Killaloe",127117004,1,0,1,164
067170027,ROI small area,"Tuam, Limerick and Killaloe",067170027,17,21,13,146
167017003,ROI small area,Meath and Kildare,167017003,4,23,0,311
047136007,ROI small area,"Cork, Cloyne and Ross",047136007,3,0,3,227
047136006,ROI small area,"Cork, Cloyne and Ross",047136006,0,0,3,255
047151014,ROI small area,"Cork, Cloyne and Ross",047151014,0,0,0,241
047111001,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
037121003,ROI small area,"Tuam, Limerick and Killaloe",037121003,0,0,3,198
067170001,ROI small area,"Tuam, Limerick and Killaloe",067170001,1,10,1,264
167037007,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
167017005,ROI small area,Meath and Kildare,167017005,12,11,1,381
087079010,ROI small area,Meath and Kildare,087079010,22,3,9,434
087079006,ROI small area,Meath and Kildare,087079006,14,4,8,217
067170004,ROI small area,"Tuam, Limerick and Killaloe",067170004,0,4,1,154
067170017,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
087016003,ROI small area,Meath and Kildare,087016003,0,2,2,290
167037011,ROI small area,Meath and Kildare,167037011,1,8,5,277
167037004,ROI small area,Meath and Kildare,167037004,5,4,2,407
167017001,ROI small area,Meath and Kildare,167017001,0,5,2,217
217009004,ROI small area,"Tuam, Limerick and Killaloe",217009004,0,2,3,243
217009008,ROI small area,"Tuam, Limerick and Killaloe",217009008,0,4,4,429
087069009,ROI small area,Meath and Kildare,087069009,5,3,1,210
087033001,ROI small area,Meath and Kildare,087033001,4,0,0,465
087071059,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
067176007,ROI small area,"Tuam, Limerick and Killaloe",067176007,0,10,0,318
047303003,ROI small area,"Cork, Cloyne and Ross",047303003,0,3,1,285
187036009,ROI small area,Meath and Kildare,187036009,7,2,6,208
047303005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047303010,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047303008,ROI small area,"Cork, Cloyne and Ross",047303008,4,5,1,255
067075003,ROI small area,"Tuam, Limerick and Killaloe",067075003,0,10,3,283
067013008,ROI small area,"Tuam, Limerick and Killaloe",067013008,5,4,6,318
067013006,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
067013004,ROI small area,"Tuam, Limerick and Killaloe",067013004,1,20,8,308
047077018,ROI small area,"Cork, Cloyne and Ross",047077018,32,4,3,366
127041012,ROI small area,"Tuam, Limerick and Killaloe",127041012,1,0,0,275
047105013,ROI small area,"Cork, Cloyne and Ross",047105013,1,12,1,202
127041007,ROI small area,"Tuam, Limerick and Killaloe",127041007,5,4,1,254
127027005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
127041009,ROI small area,"Tuam, Limerick and Killaloe",127041009,1,12,6,304
037080006/037080007,ROI small area,"Tuam, Limerick and Killaloe",037080006/037080007,5,25,2,232
217139001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047064021,ROI small area,"Cork, Cloyne and Ross",047064021,13,17,4,377
217139009,ROI small area,"Tuam, Limerick and Killaloe",217139009,6,13,2,310
217139002,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
217139011,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
087034001,ROI small area,Meath and Kildare,087034001,1,22,18,309
087034031,ROI small area,Meath and Kildare,087034031,3,22,6,287
087034024,ROI small area,Meath and Kildare,087034024,0,13,5,267
047064026,ROI small area,"Cork, Cloyne and Ross",047064026,1,4,5,258
047064025,ROI small area,"Cork, Cloyne and Ross",047064025,3,6,8,151
047077001/01,ROI small area,"Cork, Cloyne and Ross",047077001/01,34,14,5,144
047077007,ROI small area,"Cork, Cloyne and Ross",047077007,6,1,4,279
047077008,ROI small area,"Cork, Cloyne and Ross",047077008,24,18,7,204
047077017,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047077010,ROI small area,"Cork, Cloyne and Ross",047077010,16,8,10,295
047151012,ROI small area,"Cork, Cloyne and Ross",047151012,1,6,9,269
047254006,ROI small area,"Cork, Cloyne and Ross",047254006,12,4,6,164
047253009,ROI small area,"Cork, Cloyne and Ross",047253009,1,9,2,179
047152008,ROI small area,"Cork, Cloyne and Ross",047152008,13,0,13,167
047303012,ROI small area,"Cork, Cloyne and Ross",047303012,1,0,0,158
047303014,ROI small area,"Cork, Cloyne and Ross",047303014,3,3,4,324
047303015,ROI small area,"Cork, Cloyne and Ross",047303015,2,1,2,233
047271018,ROI small area,"Cork, Cloyne and Ross",047271018,6,1,3,222
047271017,ROI small area,"Cork, Cloyne and Ross",047271017,0,2,1,219
037009010,ROI small area,"Tuam, Limerick and Killaloe",037009010,0,17,8,279
037080009,ROI small area,"Tuam, Limerick and Killaloe",037080009,1,10,0,275
217009002,ROI small area,"Tuam, Limerick and Killaloe",217009002,0,3,4,274
067194001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047277015,ROI small area,"Cork, Cloyne and Ross",047277015,0,7,0,180
047279003,ROI small area,"Cork, Cloyne and Ross",047279003,0,12,1,390
047224003,ROI small area,"Cork, Cloyne and Ross",047224003,1,1,3,343
047162002,ROI small area,"Cork, Cloyne and Ross",047162002,6,3,1,482
187036003,ROI small area,Meath and Kildare,187036003,8,0,15,305
187036017,ROI small area,Meath and Kildare,187036017,8,8,14,229
187036007,ROI small area,Meath and Kildare,187036007,15,17,6,282
187036015,ROI small area,Meath and Kildare,187036015,0,23,42,214
187036016,ROI small area,Meath and Kildare,187036016,7,6,18,188
187036023,ROI small area,Meath and Kildare,187036023,14,16,41,207
237012001,ROI small area,Meath and Kildare,237012001,2,3,5,154
237029001,ROI small area,Meath and Kildare,237029001,0,0,0,208
237024004,ROI small area,Meath and Kildare,237024004,5,0,1,283
128012008,ROI small area,"Tuam, Limerick and Killaloe",128012008,0,1,1,163
127105005,ROI small area,"Tuam, Limerick and Killaloe",127105005,2,5,0,271
128007002,ROI small area,"Tuam, Limerick and Killaloe",128007002,0,1,3,200
087067009,ROI small area,Meath and Kildare,087067009,2,1,2,143
087067003,ROI small area,Meath and Kildare,087067003,7,12,4,320
087034013,ROI small area,Meath and Kildare,087034013,2,4,4,179
087069043,ROI small area,Meath and Kildare,087069043,1,9,3,411
128002008,ROI small area,"Tuam, Limerick and Killaloe",128002008,3,3,0,239
127026020/01,ROI small area,"Tuam, Limerick and Killaloe",127026020/01,2,4,3,87
127026027,ROI small area,"Tuam, Limerick and Killaloe",127026027,0,3,0,198
037027037,ROI small area,"Tuam, Limerick and Killaloe",037027037,0,5,2,161
047151004,ROI small area,"Cork, Cloyne and Ross",047151004,9,8,4,295
047152010/047152013,ROI small area,"Cork, Cloyne and Ross",047152010/047152013,5,2,10,154
077044005,ROI small area,"Tuam, Limerick and Killaloe",077044005,1,2,0,189
077044008,ROI small area,"Tuam, Limerick and Killaloe",077044008,0,10,7,452
047253012,ROI small area,"Cork, Cloyne and Ross",047253012,3,0,1,293
047253007,ROI small area,"Cork, Cloyne and Ross",047253007,3,4,2,217
047253028,ROI small area,"Cork, Cloyne and Ross",047253028,11,32,28,345
037080005,ROI small area,"Tuam, Limerick and Killaloe",037080005,0,2,2,232
037111003/037111004,ROI small area,"Tuam, Limerick and Killaloe",037111003/037111004,0,0,5,110
067074012,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
067197002,ROI small area,"Tuam, Limerick and Killaloe",067197002,0,0,1,227
067170005,ROI small area,"Tuam, Limerick and Killaloe",067170005,20,9,17,345
047132069,ROI small area,"Cork, Cloyne and Ross",047132069,0,10,0,146
047132072,ROI small area,"Cork, Cloyne and Ross",047132072,1,14,9,142
087071021,ROI small area,Meath and Kildare,087071021,6,6,3,283
087071019/02,ROI small area,Meath and Kildare,087071019/02,6,20,10,301
087071012,ROI small area,Meath and Kildare,087071012,0,9,5,357
087071029,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
087071045,ROI small area,Meath and Kildare,087071045,2,10,4,398
087071003,ROI small area,Meath and Kildare,087071003,6,8,21,397
087071032,ROI small area,Meath and Kildare,087071032,0,3,3,344
127026042,ROI small area,"Tuam, Limerick and Killaloe",127026042,0,9,0,421
127026026,ROI small area,"Tuam, Limerick and Killaloe",127026026,18,67,13,241
087069001,ROI small area,Meath and Kildare,087069001,11,4,2,427
187026006,ROI small area,Meath and Kildare,187026006,0,1,0,314
187026005,ROI small area,Meath and Kildare,187026005,1,4,1,241
087085003,ROI small area,Meath and Kildare,087085003,0,0,3,290
037027018,ROI small area,"Tuam, Limerick and Killaloe",037027018,1,20,5,275
037153002,ROI small area,"Tuam, Limerick and Killaloe",037153002,2,14,6,348
037154006,ROI small area,"Tuam, Limerick and Killaloe",037154006,0,2,12,144
037057052,ROI small area,"Tuam, Limerick and Killaloe",037057052,6,0,0,230
037050005,ROI small area,"Tuam, Limerick and Killaloe",037050005,4,9,5,401
067013010,ROI small area,"Tuam, Limerick and Killaloe",067013010,2,10,11,235
067013015,ROI small area,"Tuam, Limerick and Killaloe",067013015,1,4,2,143
067013011,ROI small area,"Tuam, Limerick and Killaloe",067013011,19,1,5,384
047303004,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
067170012,ROI small area,"Tuam, Limerick and Killaloe",067170012,0,1,6,215
067170013,ROI small area,"Tuam, Limerick and Killaloe",067170013,0,6,7,239
067170009,ROI small area,"Tuam, Limerick and Killaloe",067170009,26,11,20,245
187013014,ROI small area,"Tuam, Limerick and Killaloe",187013014,0,0,0,257
197008004,ROI small area,"Tuam, Limerick and Killaloe",197008004,1,13,11,339
237068008,ROI small area,Meath and Kildare,237068008,19,33,10,248
087056004,ROI small area,Meath and Kildare,087056004,13,0,0,286
087082006,ROI small area,Meath and Kildare,087082006,4,2,1,270
087052002,ROI small area,Meath and Kildare,087052002,7,3,2,238
237005005,ROI small area,"Tuam, Limerick and Killaloe",237005005,7,21,7,197
237004009,ROI small area,"Tuam, Limerick and Killaloe",237004009,1,14,0,55
237003009,ROI small area,"Tuam, Limerick and Killaloe",237003009,1,13,4,192
087056003,ROI small area,Meath and Kildare,087056003,18,9,3,468
087031008,ROI small area,Meath and Kildare,087031008,0,15,1,310
087019004,ROI small area,Meath and Kildare,087019004,0,6,1,356
187069004,ROI small area,Meath and Kildare,187069004,23,20,16,181
087082007,ROI small area,Meath and Kildare,087082007,2,7,3,184
087089002,ROI small area,Meath and Kildare,087089002,6,6,5,366
087089004,ROI small area,Meath and Kildare,087089004,1,1,5,229
087017004,ROI small area,Meath and Kildare,087017004,4,10,2,296
087023025,ROI small area,Meath and Kildare,087023025,8,9,5,265
087019002,ROI small area,Meath and Kildare,087019002,0,9,0,319
087071057,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
087071056,ROI small area,Meath and Kildare,087071056,10,4,11,423
087069028,ROI small area,Meath and Kildare,087069028,3,12,9,240
087033004/02,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
087033002,ROI small area,Meath and Kildare,087033002,0,4,2,360
087069016,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
187087040,ROI small area,Meath and Kildare,187087040,3,10,0,204
187087014,ROI small area,Meath and Kildare,187087014,8,2,15,308
187087008,ROI small area,Meath and Kildare,187087008,0,8,1,229
187013013,ROI small area,"Tuam, Limerick and Killaloe",187013013,2,14,7,232
187009008,ROI small area,"Tuam, Limerick and Killaloe",187009008,1,0,6,280
187087001,ROI small area,Meath and Kildare,187087001,0,8,6,304
087052015,ROI small area,Meath and Kildare,087052015,1,13,2,235
187087025,ROI small area,Meath and Kildare,187087025,12,35,22,186
187087031,ROI small area,Meath and Kildare,187087031,1,17,2,348
187087005,ROI small area,Meath and Kildare,187087005,8,14,1,295
187018003,ROI small area,Meath and Kildare,187018003,3,3,7,299
237003015,ROI small area,"Tuam, Limerick and Killaloe",237003015,4,15,2,166
237003014,ROI small area,"Tuam, Limerick and Killaloe",237003014,0,6,0,145
237003010,ROI small area,"Tuam, Limerick and Killaloe",237003010,7,29,7,151
087052012,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
087023048,ROI small area,Meath and Kildare,087023048,3,8,7,349
087025008,ROI small area,Meath and Kildare,087025008,6,15,5,321
087025020,ROI small area,Meath and Kildare,087025020,1,0,6,154
087025019,ROI small area,Meath and Kildare,087025019,11,20,16,263
087084002,ROI small area,Meath and Kildare,087084002,0,5,0,248
087084001,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
087023007,ROI small area,Meath and Kildare,087023007,1,1,1,330
087023019,ROI small area,Meath and Kildare,087023019,0,1,7,356
087023042,ROI small area,Meath and Kildare,087023042,6,6,9,304
087029012,ROI small area,Meath and Kildare,087029012,18,43,9,210
087016004,ROI small area,Meath and Kildare,087016004,2,2,2,307
107009002,ROI small area,Meath and Kildare,107009002,6,13,2,397
087033005,ROI small area,Meath and Kildare,087033005,2,2,3,227
107078018,ROI small area,Meath and Kildare,107078018,0,1,0,271
107078013,ROI small area,Meath and Kildare,107078013,0,7,9,255
107078020,ROI small area,Meath and Kildare,107078020,7,8,4,315
187069007,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
107078015,ROI small area,Meath and Kildare,107078015,6,28,8,402
217152001,ROI small area,"Tuam, Limerick and Killaloe",217152001,1,0,4,261
187009004,ROI small area,"Tuam, Limerick and Killaloe",187009004,0,9,6,267
107039005,ROI small area,Meath and Kildare,107039005,35,3,4,399
187069006,ROI small area,Meath and Kildare,187069006,6,9,10,276
187069009,ROI small area,Meath and Kildare,187069009,8,4,2,316
217152011,ROI small area,"Tuam, Limerick and Killaloe",217152011,0,0,2,328
187018009,ROI small area,Meath and Kildare,187018009,0,3,2,224
187018006,ROI small area,Meath and Kildare,187018006,0,1,0,224
087067007,ROI small area,Meath and Kildare,087067007,3,6,5,347
107078005/107078011,ROI small area,Meath and Kildare,107078005/107078011,9,7,10,294
107078007,ROI small area,Meath and Kildare,107078007,8,14,20,282
217152007,ROI small area,"Tuam, Limerick and Killaloe",217152007,9,0,3,323
187040002,ROI small area,Meath and Kildare,187040002,0,5,1,241
187086003,ROI small area,Meath and Kildare,187086003,1,5,5,199
187087024,ROI small area,Meath and Kildare,187087024,0,2,2,287
217050004,ROI small area,"Tuam, Limerick and Killaloe",217050004,0,4,5,339
217152025,ROI small area,"Tuam, Limerick and Killaloe",217152025,0,0,6,212
237005010,ROI small area,"Tuam, Limerick and Killaloe",237005010,4,8,2,250
187079004,ROI small area,"Tuam, Limerick and Killaloe",187079004,4,8,5,175
217152014,ROI small area,"Tuam, Limerick and Killaloe",217152014,0,1,1,226
217152009,ROI small area,"Tuam, Limerick and Killaloe",217152009,0,33,9,347
197008017,ROI small area,"Tuam, Limerick and Killaloe",197008017,4,0,0,184
187018007,ROI small area,Meath and Kildare,187018007,0,1,4,230
187018012,ROI small area,Meath and Kildare,187018012,0,11,6,360
087048006,ROI small area,Meath and Kildare,087048006,1,8,3,196
087055006,ROI small area,Meath and Kildare,087055006,0,2,6,331
197008003,ROI small area,"Tuam, Limerick and Killaloe",197008003,14,0,12,211
087050024,ROI small area,Meath and Kildare,087050024,0,2,4,233
067188012,ROI small area,"Tuam, Limerick and Killaloe",067188012,0,0,4,206
087050006,ROI small area,Meath and Kildare,087050006,22,2,14,389
087050028,ROI small area,Meath and Kildare,087050028,4,20,2,370
237005011,ROI small area,"Tuam, Limerick and Killaloe",237005011,2,14,3,208
237005001,ROI small area,"Tuam, Limerick and Killaloe",237005001,4,1,4,302
187087004,ROI small area,Meath and Kildare,187087004,4,9,3,249
237075006,ROI small area,Meath and Kildare,237075006,0,0,3,247
197008014,ROI small area,"Tuam, Limerick and Killaloe",197008014,20,7,13,245
197008013,ROI small area,"Tuam, Limerick and Killaloe",197008013,13,22,5,345
237005014,ROI small area,"Tuam, Limerick and Killaloe",237005014,0,5,2,176
187050002,ROI small area,Meath and Kildare,187050002,0,0,2,292
187050003,ROI small area,Meath and Kildare,187050003,0,5,0,200
237058001,ROI small area,Meath and Kildare,237058001,12,3,46,327
067017003,ROI small area,"Tuam, Limerick and Killaloe",067017003,14,15,16,402
067017018,ROI small area,"Tuam, Limerick and Killaloe",067017018,5,25,3,77
237058002,ROI small area,Meath and Kildare,237058002,9,8,14,376
187013008,ROI small area,"Tuam, Limerick and Killaloe",187013008,0,14,24,357
187013017,ROI small area,"Tuam, Limerick and Killaloe",187013017,0,0,1,177
107028003,ROI small area,Meath and Kildare,107028003,0,0,0,287
067017019,ROI small area,"Tuam, Limerick and Killaloe",067017019,8,15,12,57
067017015,ROI small area,"Tuam, Limerick and Killaloe",067017015,3,26,10,179
067017012,ROI small area,"Tuam, Limerick and Killaloe",067017012,4,7,3,163
197008006,ROI small area,"Tuam, Limerick and Killaloe",197008006,7,9,12,217
197008008,ROI small area,"Tuam, Limerick and Killaloe",197008008,4,18,8,238
067017024,ROI small area,"Tuam, Limerick and Killaloe",067017024,1,26,5,136
237004018,ROI small area,"Tuam, Limerick and Killaloe",237004018,1,12,6,242
237003013,ROI small area,"Tuam, Limerick and Killaloe",237003013,0,5,7,188
067017006,ROI small area,"Tuam, Limerick and Killaloe",067017006,2,0,1,166
237004016,ROI small area,"Tuam, Limerick and Killaloe",237004016,134,37,37,237
237004023,ROI small area,"Tuam, Limerick and Killaloe",237004023,11,1,3,174
237004014,ROI small area,"Tuam, Limerick and Killaloe",237004014,23,22,14,358
187019001,ROI small area,Meath and Kildare,187019001,0,5,6,348
187041002,ROI small area,Meath and Kildare,187041002,0,0,3,235
237004015,ROI small area,"Tuam, Limerick and Killaloe",237004015,7,25,10,250
