area_code,type,diocese,sa_2022_code,one_person,married_couple,cohabiting_couple,married_couple_with_children,cohabiting_couple_with_children,one_parent_family_father_with_children,one_parent_family_mother_and_children,couple_and_others,couple_with_children_and_others,one_parent_family_father_with_children_and_others,one_parent_family_mother_with_children_and_others,two_or_more_family_units,non_family_households_and_relations,two_or_more_non_related_persons
137054003,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197097015,ROI small area,"Kilmore, Elphin and Ardagh",197097015,12,11,3,23,5,1,3,0,3,0,1,1,1,0
157021017/157021018,ROI small area,"Tuam, Limerick and Killaloe",157021017/157021018,36,7,10,7,5,0,10,0,1,0,0,2,3,11
197040003,ROI small area,"Kilmore, Elphin and Ardagh",197040003,17,9,5,18,5,0,9,0,2,0,1,0,2,1
157021008,ROI small area,"Tuam, Limerick and Killaloe",157021008,16,13,3,10,5,0,4,0,1,0,1,0,0,4
157021015,ROI small area,"Tuam, Limerick and Killaloe",157021015,11,11,5,38,8,1,5,2,5,1,0,2,0,0
047221017,ROI small area,"Cork, Cloyne and Ross",047221017,12,7,1,50,5,1,8,3,6,0,0,0,0,0
047222009,ROI small area,"Cork, Cloyne and Ross",047222009,33,16,5,18,1,1,4,0,3,0,0,1,0,7
077102002,ROI small area,"Tuam, Limerick and Killaloe",077102002,23,11,8,23,7,1,17,1,1,0,5,2,1,5
077102019,ROI small area,"Tuam, Limerick and Killaloe",077102019,16,12,1,14,2,0,2,2,2,0,2,2,3,3
047222005,ROI small area,"Cork, Cloyne and Ross",047222005,21,13,4,14,8,1,10,1,0,1,1,0,1,3
047221008,ROI small area,"Cork, Cloyne and Ross",047221008,31,24,7,26,1,2,5,1,2,0,0,1,0,5
077089006,ROI small area,"Tuam, Limerick and Killaloe",077089006,37,8,1,15,6,0,2,1,1,0,0,0,4,6
157021009,ROI small area,"Tuam, Limerick and Killaloe",157021009,13,10,1,30,3,1,3,1,0,0,0,1,1,6
047177005,ROI small area,"Cork, Cloyne and Ross",047177005,23,26,5,39,3,4,7,2,1,0,2,1,3,6
047177007,ROI small area,"Cork, Cloyne and Ross",047177007,9,3,5,32,8,0,7,0,0,0,0,2,1,0
047221018,ROI small area,"Cork, Cloyne and Ross",047221018,16,10,4,34,1,0,5,1,1,1,1,1,1,3
047221019,ROI small area,"Cork, Cloyne and Ross",047221019,24,13,6,41,7,2,18,1,2,0,2,0,1,4
047221016,ROI small area,"Cork, Cloyne and Ross",047221016,60,18,8,43,13,0,35,0,3,0,1,0,4,5
047042016,ROI small area,"Cork, Cloyne and Ross",047042016,14,10,3,25,3,0,9,0,3,1,1,0,1,3
047042005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047042004,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047042013,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047042001,ROI small area,"Cork, Cloyne and Ross",047042001,35,20,2,12,5,1,15,1,1,0,2,2,2,1
207077010,ROI small area,"Tuam, Limerick and Killaloe",207077010,41,15,5,22,5,0,10,2,1,0,0,0,0,4
047222001,ROI small area,"Cork, Cloyne and Ross",047222001,25,16,4,17,1,0,7,0,2,1,0,0,2,2
047042003,ROI small area,"Cork, Cloyne and Ross",047042003,53,8,3,10,2,0,6,0,1,0,1,0,3,4
157065005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
067059012,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207077012,ROI small area,"Tuam, Limerick and Killaloe",207077012,52,16,3,21,3,1,14,0,1,0,2,0,2,6
157036008,ROI small area,"Tuam, Limerick and Killaloe",157036008,37,16,4,22,3,1,24,4,0,0,0,0,1,1
157036004,ROI small area,"Tuam, Limerick and Killaloe",157036004,58,7,6,17,2,3,7,0,1,0,1,0,4,7
157031002,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207009010,ROI small area,"Tuam, Limerick and Killaloe",207009010,67,16,6,30,10,2,17,0,0,1,0,1,4,6
157051007,ROI small area,"Tuam, Limerick and Killaloe",157051007,21,8,3,24,4,0,14,1,5,0,0,0,1,6
157051012,ROI small area,"Tuam, Limerick and Killaloe",157051012,34,19,5,18,1,1,10,1,0,0,4,2,1,4
157051010,ROI small area,"Tuam, Limerick and Killaloe",157051010,32,15,13,29,11,0,12,3,3,0,3,0,4,22
157051014,ROI small area,"Tuam, Limerick and Killaloe",157051014,21,16,0,13,7,0,10,3,0,0,1,0,5,9
157051006,ROI small area,"Tuam, Limerick and Killaloe",157051006,20,8,8,42,8,3,8,0,8,0,2,1,2,7
077102037,ROI small area,"Tuam, Limerick and Killaloe",077102037,25,14,5,8,5,0,2,1,0,0,1,0,1,9
077102038,ROI small area,"Tuam, Limerick and Killaloe",077102038,14,7,13,16,4,1,5,5,3,0,1,0,1,13
077102020,ROI small area,"Tuam, Limerick and Killaloe",077102020,21,19,6,19,3,1,7,2,2,0,1,0,1,4
077035007,ROI small area,"Tuam, Limerick and Killaloe",077035007,39,8,5,11,2,1,5,0,1,0,2,0,0,4
077035012,ROI small area,"Tuam, Limerick and Killaloe",077035012,20,4,3,5,0,0,4,0,0,0,0,0,1,5
047033006,ROI small area,"Cork, Cloyne and Ross",047033006,29,14,4,40,5,0,10,2,1,1,0,0,2,1
047071003,ROI small area,"Cork, Cloyne and Ross",047071003,46,22,5,21,3,3,9,0,4,0,3,1,4,0
047071005,ROI small area,"Cork, Cloyne and Ross",047071005,51,20,5,27,2,1,16,2,2,0,4,3,4,2
077101023,ROI small area,"Tuam, Limerick and Killaloe",077101023,39,16,7,26,6,4,11,4,3,0,1,2,5,3
047325005,ROI small area,"Cork, Cloyne and Ross",047325005,23,15,5,27,9,3,4,0,3,0,0,2,1,6
047325004,ROI small area,"Cork, Cloyne and Ross",047325004,33,8,2,12,3,1,8,0,0,1,1,0,4,5
047325006,ROI small area,"Cork, Cloyne and Ross",047325006,38,18,1,26,7,2,6,2,4,0,0,2,3,1
047186009,ROI small area,"Cork, Cloyne and Ross",047186009,10,6,3,30,2,1,20,0,1,0,0,0,0,1
077106017,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
077106005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047325010,ROI small area,"Cork, Cloyne and Ross",047325010,34,11,4,32,2,1,7,2,2,1,1,0,2,3
047186007,ROI small area,"Cork, Cloyne and Ross",047186007,13,4,3,37,4,0,6,2,1,0,0,0,0,2
207031004,ROI small area,"Tuam, Limerick and Killaloe",207031004,16,2,4,21,7,2,9,0,0,0,0,0,1,1
067059013,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157153025,ROI small area,"Tuam, Limerick and Killaloe",157153025,24,7,1,13,3,0,9,0,1,0,3,1,1,4
157153021,ROI small area,"Tuam, Limerick and Killaloe",157153021,11,24,12,30,4,0,8,3,1,0,1,1,1,4
157153018,ROI small area,"Tuam, Limerick and Killaloe",157153018,47,12,2,14,5,1,18,0,2,1,2,0,0,6
207047004,ROI small area,"Tuam, Limerick and Killaloe",207047004,26,12,5,17,3,0,5,0,0,0,1,0,1,0
207009008,ROI small area,"Tuam, Limerick and Killaloe",207009008,23,10,2,15,4,1,14,2,3,0,1,1,0,4
207081022,ROI small area,"Kilmore, Elphin and Ardagh",207081022,34,0,4,0,0,0,1,1,0,0,0,0,1,50
077035011,ROI small area,"Tuam, Limerick and Killaloe",077035011,39,13,1,13,3,2,7,1,1,0,2,0,6,9
077102005,ROI small area,"Tuam, Limerick and Killaloe",077102005,24,15,7,23,6,1,5,1,4,0,0,2,3,7
077035009,ROI small area,"Tuam, Limerick and Killaloe",077035009,37,13,0,9,1,3,8,1,1,1,0,1,0,4
047096002,ROI small area,"Cork, Cloyne and Ross",047096002,29,20,2,31,7,4,11,0,0,1,0,0,3,5
077102017,ROI small area,"Tuam, Limerick and Killaloe",077102017,25,8,3,5,0,2,1,2,0,0,0,0,0,8
077102015,ROI small area,"Tuam, Limerick and Killaloe",077102015,33,21,7,10,4,6,6,1,4,2,2,0,2,3
077102013,ROI small area,"Tuam, Limerick and Killaloe",077102013,51,13,4,9,1,2,12,4,4,0,1,1,7,0
077106006,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
027013004,ROI small area,"Kilmore, Elphin and Ardagh",027013004,34,20,13,20,6,1,8,2,1,0,2,1,2,1
027089003,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117077003,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
057019002,ROI small area,"Kilmore, Elphin and Ardagh",057019002,11,8,3,18,4,1,1,0,3,0,2,1,1,4
057020007/057020008,ROI small area,"Kilmore, Elphin and Ardagh",057020007/057020008,32,11,8,12,2,2,8,0,1,0,2,0,2,7
057020001,ROI small area,"Kilmore, Elphin and Ardagh",057020001,16,10,0,6,4,0,8,1,1,0,1,1,1,2
167025018,ROI small area,Meath and Kildare,167025018,16,11,7,51,8,0,9,3,4,0,3,1,1,4
167025030,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167025016,ROI small area,Meath and Kildare,167025016,7,11,4,45,2,1,4,2,3,0,0,3,1,0
167025032,ROI small area,Meath and Kildare,167025032,9,11,5,86,14,1,6,2,9,0,0,4,7,5
167025017,ROI small area,Meath and Kildare,167025017,7,9,0,86,5,1,5,1,8,0,3,1,0,1
077101020,ROI small area,"Tuam, Limerick and Killaloe",077101020,15,11,1,15,8,3,8,3,3,0,1,1,1,2
077106003,ROI small area,"Tuam, Limerick and Killaloe",077106003,17,8,9,38,11,0,16,2,1,0,1,3,1,0
167082032,ROI small area,Meath and Kildare,167082032,22,17,5,71,5,0,11,0,2,0,1,0,1,4
077102032,ROI small area,"Tuam, Limerick and Killaloe",077102032,16,15,2,29,4,2,5,1,2,0,1,2,3,4
147039002,ROI small area,Meath and Kildare,147039002,25,25,1,23,2,0,4,2,2,0,2,0,4,2
147043018,ROI small area,Meath and Kildare,147043018,15,21,6,76,7,1,16,0,2,2,3,1,0,2
077106019,ROI small area,"Tuam, Limerick and Killaloe",077106019,34,9,3,21,5,2,14,2,2,0,2,2,1,3
077102024,ROI small area,"Tuam, Limerick and Killaloe",077102024,18,9,10,18,3,0,6,3,0,0,1,2,2,5
047295006,ROI small area,"Cork, Cloyne and Ross",047295006,39,14,7,6,3,1,13,0,0,0,0,0,2,0
047024006,ROI small area,"Cork, Cloyne and Ross",047024006,34,10,1,3,5,1,3,0,1,0,0,0,0,4
077102004,ROI small area,"Tuam, Limerick and Killaloe",077102004,16,6,3,27,6,3,3,2,1,0,2,1,1,5
047294002,ROI small area,"Cork, Cloyne and Ross",047294002,27,20,1,29,9,4,17,0,0,1,2,0,0,3
167078023,ROI small area,Meath and Kildare,167078023,13,7,5,53,2,0,11,1,7,0,4,1,3,0
027028001,ROI small area,"Kilmore, Elphin and Ardagh",027028001,15,12,2,17,6,2,8,1,2,2,0,1,3,1
167028014,ROI small area,Meath and Kildare,167028014,23,14,5,46,7,4,16,5,8,1,0,4,6,6
167028011,ROI small area,Meath and Kildare,167028011,8,4,2,64,14,0,14,1,5,1,2,0,1,1
147043008,ROI small area,Meath and Kildare,147043008,17,15,5,44,12,2,17,0,11,2,1,2,3,11
167078027,ROI small area,Meath and Kildare,167078027,10,5,4,62,2,0,15,0,5,1,3,0,3,0
167025023,ROI small area,Meath and Kildare,167025023,13,9,4,61,10,3,19,5,5,1,5,3,1,1
167025004,ROI small area,Meath and Kildare,167025004,16,28,4,28,3,3,8,2,3,0,2,1,1,4
167082005/02,ROI small area,Meath and Kildare,167082005/02,23,29,3,39,1,4,8,1,3,1,1,0,0,3
167028007,ROI small area,Meath and Kildare,167028007,22,12,2,18,9,3,20,0,1,0,2,0,1,2
167028016,ROI small area,Meath and Kildare,167028016,10,12,1,57,8,1,8,4,3,1,2,3,3,5
167028004,ROI small area,Meath and Kildare,167028004,24,12,2,25,8,4,34,5,2,2,3,2,2,7
167028006,ROI small area,Meath and Kildare,167028006,12,10,2,28,1,0,3,0,1,0,3,2,1,1
147034009,ROI small area,Meath and Kildare,147034009,28,19,2,34,5,1,9,1,2,1,2,2,2,2
047200008,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047200009,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047294004,ROI small area,"Cork, Cloyne and Ross",047294004,51,8,9,8,3,1,6,2,1,1,0,0,6,4
147043014,ROI small area,Meath and Kildare,147043014,37,17,4,63,8,2,6,3,4,0,0,1,1,1
147034010,ROI small area,Meath and Kildare,147034010,25,13,9,26,9,3,19,1,2,0,3,2,7,6
047033008,ROI small area,"Cork, Cloyne and Ross",047033008,27,14,2,41,7,0,7,1,1,0,0,0,3,1
047325001,ROI small area,"Cork, Cloyne and Ross",047325001,64,13,1,22,7,1,7,4,1,1,2,1,2,4
047042002,ROI small area,"Cork, Cloyne and Ross",047042002,58,8,6,6,0,1,6,0,1,0,0,1,4,8
047325007,ROI small area,"Cork, Cloyne and Ross",047325007,19,15,1,10,2,0,5,0,1,0,1,2,0,5
047325002,ROI small area,"Cork, Cloyne and Ross",047325002,29,13,13,19,4,4,5,3,4,0,0,0,6,3
167078019,ROI small area,Meath and Kildare,167078019,15,9,2,41,6,2,8,2,3,1,0,2,2,3
167078017,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
027079005,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
027028003,ROI small area,"Kilmore, Elphin and Ardagh",027028003,25,7,2,25,11,2,11,0,1,0,3,0,0,3
027028005,ROI small area,"Kilmore, Elphin and Ardagh",027028005,66,14,2,14,7,1,3,1,1,0,0,3,2,3
027028007,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167082015,ROI small area,Meath and Kildare,167082015,14,15,2,26,4,0,3,1,2,0,1,1,3,1
167082012,ROI small area,Meath and Kildare,167082012,20,18,2,19,1,0,5,1,0,0,2,3,2,5
047033013,ROI small area,"Cork, Cloyne and Ross",047033013,19,21,11,42,14,1,16,1,3,0,0,0,2,3
167038020,ROI small area,Meath and Kildare,167038020,36,16,11,29,5,2,10,0,2,0,1,1,1,1
167082017,ROI small area,Meath and Kildare,167082017,9,18,2,32,3,1,10,1,2,0,1,2,2,0
147035023,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167038027,ROI small area,Meath and Kildare,167038027,21,31,3,39,1,0,2,1,1,0,3,4,0,1
167082035,ROI small area,Meath and Kildare,167082035,15,14,5,26,2,1,3,1,0,0,0,0,1,0
047033010,ROI small area,"Cork, Cloyne and Ross",047033010,45,23,4,25,7,3,25,1,3,0,2,1,5,0
047033014,ROI small area,"Cork, Cloyne and Ross",047033014,9,11,0,31,5,1,9,2,5,0,1,1,3,2
047033015,ROI small area,"Cork, Cloyne and Ross",047033015,21,8,0,32,11,1,21,0,1,0,3,1,1,1
047033016,ROI small area,"Cork, Cloyne and Ross",047033016,15,17,4,47,3,1,4,1,0,1,2,0,3,5
047239015/01,ROI small area,"Cork, Cloyne and Ross",047239015/01,9,15,2,52,3,4,4,1,1,0,0,1,0,0
048046003,ROI small area,"Cork, Cloyne and Ross",048046003,11,6,0,14,8,2,26,0,2,0,4,3,0,2
048026001,ROI small area,"Cork, Cloyne and Ross",048026001,17,11,1,16,4,1,10,0,0,0,1,1,2,7
047221015,ROI small area,"Cork, Cloyne and Ross",047221015,16,17,1,22,3,0,2,3,1,0,0,1,1,5
167078029,ROI small area,Meath and Kildare,167078029,38,13,8,43,7,1,10,0,3,0,1,0,4,6
147034003,ROI small area,Meath and Kildare,147034003,40,12,6,29,6,1,28,1,3,0,2,3,4,5
047325003,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167078011,ROI small area,Meath and Kildare,167078011,40,10,9,28,9,1,12,3,1,0,0,2,3,9
027028006,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047239013,ROI small area,"Cork, Cloyne and Ross",047239013,5,2,2,56,3,0,8,1,0,0,1,0,2,1
047239010,ROI small area,"Cork, Cloyne and Ross",047239010,14,21,3,35,4,3,7,0,2,0,1,1,2,1
077102023,ROI small area,"Tuam, Limerick and Killaloe",077102023,11,8,1,13,4,0,3,1,3,1,0,0,5,5
047239009,ROI small area,"Cork, Cloyne and Ross",047239009,22,13,3,40,2,0,4,3,3,0,0,0,1,0
077102026,ROI small area,"Tuam, Limerick and Killaloe",077102026,16,6,4,37,3,0,5,2,4,0,1,2,4,15
077102003,ROI small area,"Tuam, Limerick and Killaloe",077102003,33,6,5,27,3,1,10,1,6,0,4,2,3,14
047222007,ROI small area,"Cork, Cloyne and Ross",047222007,28,18,4,18,3,2,5,3,2,0,0,1,0,3
047222004,ROI small area,"Cork, Cloyne and Ross",047222004,24,8,1,8,4,2,8,2,0,0,0,1,1,3
047239012,ROI small area,"Cork, Cloyne and Ross",047239012,6,12,4,62,10,2,12,1,3,0,3,1,1,7
077102030,ROI small area,"Tuam, Limerick and Killaloe",077102030,21,9,3,21,5,1,6,0,2,0,1,0,2,1
048051010,ROI small area,"Cork, Cloyne and Ross",048051010,17,17,4,22,0,1,3,2,2,0,0,1,0,9
048045001,ROI small area,"Cork, Cloyne and Ross",048045001,22,10,6,14,5,0,4,2,2,0,4,1,5,44
048069001,ROI small area,"Cork, Cloyne and Ross",048069001,39,18,4,32,3,1,2,1,2,0,0,2,2,5
027013006,ROI small area,"Kilmore, Elphin and Ardagh",027013006,69,12,6,6,0,0,8,0,1,0,1,1,1,2
027013001,ROI small area,"Kilmore, Elphin and Ardagh",027013001,24,13,4,30,15,0,14,0,1,1,1,0,2,0
047016047,ROI small area,"Cork, Cloyne and Ross",047016047,26,18,5,53,8,2,5,1,0,0,3,0,2,5
048008004,ROI small area,"Cork, Cloyne and Ross",048008004,23,19,3,31,2,1,4,3,3,0,1,1,3,9
048033009,ROI small area,"Cork, Cloyne and Ross",048033009,50,25,1,24,2,1,5,2,1,1,1,3,1,14
048030002,ROI small area,"Cork, Cloyne and Ross",048030002,19,6,4,7,1,3,2,2,2,0,0,1,6,25
048033007,ROI small area,"Cork, Cloyne and Ross",048033007,25,16,3,18,1,3,10,1,0,0,0,0,2,5
048040004,ROI small area,"Cork, Cloyne and Ross",048040004,13,20,3,23,1,1,3,0,0,0,0,1,0,2
048041004,ROI small area,"Cork, Cloyne and Ross",048041004,6,12,0,37,2,3,4,2,1,1,0,0,0,0
048074002,ROI small area,"Cork, Cloyne and Ross",048074002,45,17,4,29,3,2,4,0,2,0,1,2,1,5
048034003,ROI small area,"Cork, Cloyne and Ross",048034003,18,10,1,10,4,2,10,1,4,0,1,0,4,3
048073001,ROI small area,"Cork, Cloyne and Ross",048073001,27,13,4,11,0,0,10,1,1,1,2,3,1,5
048034007,ROI small area,"Cork, Cloyne and Ross",048034007,29,10,6,17,1,2,19,4,1,0,3,0,2,31
048071003,ROI small area,"Cork, Cloyne and Ross",048071003,29,8,7,15,2,2,7,1,1,0,1,1,2,11
048013005,ROI small area,"Cork, Cloyne and Ross",048013005,20,16,0,36,0,1,6,0,2,0,0,1,1,3
048043002,ROI small area,"Cork, Cloyne and Ross",048043002,30,14,13,32,4,3,8,1,1,0,0,0,5,12
048072006,ROI small area,"Cork, Cloyne and Ross",048072006,22,14,2,29,0,2,8,1,1,0,0,0,3,10
048071001,ROI small area,"Cork, Cloyne and Ross",048071001,34,15,13,14,4,1,2,0,0,0,0,0,0,22
048071004,ROI small area,"Cork, Cloyne and Ross",048071004,33,11,10,11,2,2,5,0,0,0,1,0,4,10
048028005,ROI small area,"Cork, Cloyne and Ross",048028005,17,2,2,4,0,2,1,1,0,0,0,0,7,27
048045003,ROI small area,"Cork, Cloyne and Ross",048045003,22,9,12,6,0,0,2,4,1,0,0,0,2,27
048057002,ROI small area,"Cork, Cloyne and Ross",048057002,32,14,12,8,2,0,2,1,3,0,1,0,3,18
048051005,ROI small area,"Cork, Cloyne and Ross",048051005,24,9,1,27,4,4,36,3,1,0,9,5,2,8
047054007,ROI small area,"Cork, Cloyne and Ross",047054007,15,26,3,16,3,0,5,3,1,0,0,4,2,5
047054018,ROI small area,"Cork, Cloyne and Ross",047054018,21,22,2,28,2,4,1,3,2,0,3,1,3,2
047054006,ROI small area,"Cork, Cloyne and Ross",047054006,17,8,4,28,3,0,9,0,2,0,2,2,0,0
047320001,ROI small area,"Cork, Cloyne and Ross",047320001,10,14,9,37,7,2,10,0,0,0,1,1,1,1
048018006,ROI small area,"Cork, Cloyne and Ross",048018006,24,10,7,8,2,0,1,1,2,1,0,1,1,11
048018003,ROI small area,"Cork, Cloyne and Ross",048018003,40,4,19,6,1,1,4,0,0,0,0,0,4,18
048023011,ROI small area,"Cork, Cloyne and Ross",048023011,15,27,2,36,2,4,8,1,2,0,1,2,0,7
048023002,ROI small area,"Cork, Cloyne and Ross",048023002,7,13,2,65,9,2,11,2,3,1,4,1,2,2
048073003,ROI small area,"Cork, Cloyne and Ross",048073003,26,7,3,16,4,2,8,1,3,1,1,2,5,2
147034025,ROI small area,Meath and Kildare,147034025,36,9,12,15,4,3,11,2,1,0,1,0,2,10
147002017,ROI small area,Meath and Kildare,147002017,47,8,4,9,1,0,4,0,0,0,0,0,5,3
147002005,ROI small area,Meath and Kildare,147002005,13,18,5,9,3,2,5,1,0,0,0,2,3,1
048008001,ROI small area,"Cork, Cloyne and Ross",048008001,30,13,4,24,1,1,4,0,1,0,0,0,5,16
147002009,ROI small area,Meath and Kildare,147002009,49,10,10,11,6,3,17,4,2,0,1,0,1,1
027004008,ROI small area,"Kilmore, Elphin and Ardagh",027004008,15,10,1,21,3,1,6,3,2,0,1,0,2,5
048006005,ROI small area,"Cork, Cloyne and Ross",048006005,33,15,4,17,0,0,5,2,0,0,0,1,2,42
048033003,ROI small area,"Cork, Cloyne and Ross",048033003,32,22,2,23,0,1,7,7,1,0,1,0,4,14
048003005,ROI small area,"Cork, Cloyne and Ross",048003005,21,24,4,24,1,1,10,6,4,0,0,2,2,4
048050005,ROI small area,"Cork, Cloyne and Ross",048050005,22,10,4,18,2,2,5,6,3,1,1,1,3,3
048049002,ROI small area,"Cork, Cloyne and Ross",048049002,40,12,2,16,5,2,10,6,2,2,0,4,4,5
048050004,ROI small area,"Cork, Cloyne and Ross",048050004,32,11,6,20,9,2,21,1,2,0,2,3,4,5
048033011,ROI small area,"Cork, Cloyne and Ross",048033011,24,19,2,23,3,2,3,1,1,0,1,2,0,5
048029005,ROI small area,"Cork, Cloyne and Ross",048029005,39,4,8,5,0,1,1,4,2,0,0,1,9,49
048045004,ROI small area,"Cork, Cloyne and Ross",048045004,18,3,2,4,1,1,0,3,0,0,0,0,4,33
048059003,ROI small area,"Cork, Cloyne and Ross",048059003,47,14,3,21,0,0,2,5,1,0,0,0,0,16
048002007,ROI small area,"Cork, Cloyne and Ross",048002007,19,15,0,31,3,1,10,0,1,0,2,0,1,1
048003006,ROI small area,"Cork, Cloyne and Ross",048003006,35,20,8,32,1,1,4,2,1,1,2,0,1,5
048003003,ROI small area,"Cork, Cloyne and Ross",048003003,18,21,8,17,4,0,5,3,2,0,0,1,3,5
048044008,ROI small area,"Cork, Cloyne and Ross",048044008,26,33,2,36,1,4,7,1,2,0,2,4,1,2
048064003,ROI small area,"Cork, Cloyne and Ross",048064003,18,14,7,8,3,0,3,3,2,1,2,0,2,10
048044003,ROI small area,"Cork, Cloyne and Ross",048044003,23,26,2,35,4,2,1,0,3,2,1,0,3,3
048040002,ROI small area,"Cork, Cloyne and Ross",048040002,32,15,6,33,3,0,6,1,0,0,0,0,1,6
048012008,ROI small area,"Cork, Cloyne and Ross",048012008,15,10,14,3,4,1,1,2,0,0,0,1,5,19
048040001,ROI small area,"Cork, Cloyne and Ross",048040001,18,20,6,33,2,1,6,2,2,1,0,1,3,3
048065008,ROI small area,"Cork, Cloyne and Ross",048065008,24,31,3,22,1,2,9,3,3,0,0,0,0,1
048046012,ROI small area,"Cork, Cloyne and Ross",048046012,42,6,0,7,3,1,12,0,1,0,3,0,4,2
047054017,ROI small area,"Cork, Cloyne and Ross",047054017,15,24,1,20,1,0,7,1,1,0,2,0,7,5
048017003,ROI small area,"Cork, Cloyne and Ross",048017003,35,10,15,12,1,2,1,4,0,0,4,1,4,24
048001003,ROI small area,"Cork, Cloyne and Ross",048001003,16,9,4,17,3,1,7,3,1,1,1,0,1,8
048018005,ROI small area,"Cork, Cloyne and Ross",048018005,19,10,5,19,4,4,0,2,2,0,1,2,4,14
048069003,ROI small area,"Cork, Cloyne and Ross",048069003,21,23,1,34,1,2,10,1,1,0,0,0,0,1
048002001,ROI small area,"Cork, Cloyne and Ross",048002001,19,25,3,39,2,0,5,1,4,0,0,1,2,4
048002003,ROI small area,"Cork, Cloyne and Ross",048002003,31,21,4,36,3,2,4,2,0,0,2,2,1,2
048003001,ROI small area,"Cork, Cloyne and Ross",048003001,27,31,8,35,3,1,4,1,2,0,0,0,3,6
147034005,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147039001,ROI small area,Meath and Kildare,147039001,35,17,11,10,1,0,4,0,0,0,0,2,2,2
147043013,ROI small area,Meath and Kildare,147043013,24,21,1,29,1,0,6,0,2,0,0,0,2,3
147014030,ROI small area,Meath and Kildare,147014030,17,16,1,26,8,2,10,1,5,1,2,2,3,4
117029001,ROI small area,"Kilmore, Elphin and Ardagh",117029001,76,12,1,20,4,4,11,0,1,1,2,0,5,4
027079004,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
047132046,ROI small area,"Cork, Cloyne and Ross",047132046,21,24,5,37,3,1,5,1,1,2,0,0,4,2
047132048,ROI small area,"Cork, Cloyne and Ross",047132048,17,14,2,25,2,1,4,1,1,0,0,0,1,3
048031002,ROI small area,"Cork, Cloyne and Ross",048031002,30,9,2,15,0,1,1,0,2,0,1,0,3,13
048030004/01,ROI small area,"Cork, Cloyne and Ross",048030004/01,25,15,16,22,0,0,1,1,0,0,0,0,6,28
048031001,ROI small area,"Cork, Cloyne and Ross",048031001,24,17,5,28,2,0,4,1,0,1,2,1,2,34
048033010,ROI small area,"Cork, Cloyne and Ross",048033010,26,16,4,24,1,2,3,2,1,1,0,0,2,23
