area_code,type,diocese,sa_2022_code,catholic,other_religion,no_religion,not_stated
037006001,ROI small area,"Tuam, Limerick and Killaloe",037006001,238,13,26,9
037026007,ROI small area,"Tuam, Limerick and Killaloe",037026007,123,7,14,3
037026003,ROI small area,"Tuam, Limerick and Killaloe",037026003,273,5,31,6
127105017,ROI small area,"Tuam, Limerick and Killaloe",127105017,164,13,44,27
077015001,ROI small area,"Tuam, Limerick and Killaloe",077015001,148,8,12,3
077104001,ROI small area,"Tuam, Limerick and Killaloe",077104001,130,5,6,4
127001012,ROI small area,"Tuam, Limerick and Killaloe",127001012,285,6,19,4
077071003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
077128019,ROI small area,"Tuam, Limerick and Killaloe",077128019,103,12,18,1
077127002,ROI small area,"Tuam, Limerick and Killaloe",077127002,78,9,2,1
077128007,ROI small area,"Tuam, Limerick and Killaloe",077128007,298,18,17,28
127131004,ROI small area,"Tuam, Limerick and Killaloe",127131004,268,13,28,3
127123003,ROI small area,"Tuam, Limerick and Killaloe",127123003,189,11,17,5
127123004,ROI small area,"Tuam, Limerick and Killaloe",127123004,210,4,20,27
087084003/02,ROI small area,Meath and Kildare,087084003/02,253,5,26,7
087029003,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
047245005,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
157022003,ROI small area,"Tuam, Limerick and Killaloe",157022003,181,19,11,9
157065004,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157065002,ROI small area,"Tuam, Limerick and Killaloe",157065002,215,5,25,4
157120002,ROI small area,"Tuam, Limerick and Killaloe",157120002,116,9,15,7
087017006,ROI small area,Meath and Kildare,087017006,430,122,63,33
087067014,ROI small area,Meath and Kildare,087067014,116,37,19,7
087052016,ROI small area,Meath and Kildare,087052016,293,62,56,15
157144003,ROI small area,"Tuam, Limerick and Killaloe",157144003,149,1,9,13
157148003,ROI small area,"Tuam, Limerick and Killaloe",157148003,174,7,20,8
207003002,ROI small area,"Tuam, Limerick and Killaloe",207003002,92,5,7,3
157025003,ROI small area,"Tuam, Limerick and Killaloe",157025003,209,55,22,3
157096004,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047060006,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
197062005,ROI small area,"Kilmore, Elphin and Ardagh",197062005,205,26,25,40
157140005,ROI small area,"Tuam, Limerick and Killaloe",157140005,249,18,37,6
207002001,ROI small area,"Tuam, Limerick and Killaloe",207002001,175,8,13,0
207077007,ROI small area,"Tuam, Limerick and Killaloe",207077007,190,17,36,6
197097009,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
197040004,ROI small area,"Kilmore, Elphin and Ardagh",197040004,224,20,41,15
087071023,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
087079005,ROI small area,Meath and Kildare,087079005,157,10,24,12
087079008,ROI small area,Meath and Kildare,087079008,223,30,32,9
197097012,ROI small area,"Kilmore, Elphin and Ardagh",197097012,444,26,48,27
197097008,ROI small area,"Kilmore, Elphin and Ardagh",197097008,107,4,2,3
197012003,ROI small area,"Tuam, Limerick and Killaloe",197012003,125,13,11,16
067120001,ROI small area,"Tuam, Limerick and Killaloe",067120001,160,13,12,13
197032003,ROI small area,"Tuam, Limerick and Killaloe",197032003,175,8,18,13
197032002,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
197032001,ROI small area,"Tuam, Limerick and Killaloe",197032001,135,11,9,15
197032011,ROI small area,"Tuam, Limerick and Killaloe",197032011,99,0,5,34
207055003,ROI small area,"Tuam, Limerick and Killaloe",207055003,232,31,43,5
127018036,ROI small area,"Tuam, Limerick and Killaloe",127018036,169,35,49,20
127018059,ROI small area,"Tuam, Limerick and Killaloe",127018059,161,61,30,41
127018011,ROI small area,"Tuam, Limerick and Killaloe",127018011,191,68,49,23
067176004,ROI small area,"Tuam, Limerick and Killaloe",067176004,168,8,17,11
197081006,ROI small area,"Tuam, Limerick and Killaloe",197081006,160,26,26,5
197081005,ROI small area,"Tuam, Limerick and Killaloe",197081005,114,11,17,17
157025004,ROI small area,"Tuam, Limerick and Killaloe",157025004,158,72,31,49
157025007,ROI small area,"Tuam, Limerick and Killaloe",157025007,105,179,8,39
037009002,ROI small area,"Tuam, Limerick and Killaloe",037009002,336,3,43,4
127005008,ROI small area,"Tuam, Limerick and Killaloe",127005008,292,32,46,21
127044007,ROI small area,"Tuam, Limerick and Killaloe",127044007,296,13,36,1
127044006,ROI small area,"Tuam, Limerick and Killaloe",127044006,191,10,8,4
037099009,ROI small area,"Tuam, Limerick and Killaloe",037099009,144,9,19,7
037073004,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037077004/037077006,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
087071020,ROI small area,Meath and Kildare,087071020,283,35,33,14
087071067,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
087019005,ROI small area,Meath and Kildare,087019005,239,11,45,3
087070008,ROI small area,Meath and Kildare,087070008,111,47,50,7
087014009,ROI small area,Meath and Kildare,087014009,249,126,52,21
087014010,ROI small area,Meath and Kildare,087014010,267,19,32,9
127118003,ROI small area,"Tuam, Limerick and Killaloe",127118003,275,10,48,13
127094004,ROI small area,"Cork, Cloyne and Ross",127094004,241,25,34,15
087031010,ROI small area,Meath and Kildare,087031010,183,13,42,31
087025006,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
087011005,ROI small area,Meath and Kildare,087011005,341,18,51,16
087084004,ROI small area,Meath and Kildare,087084004,314,36,51,21
047260003,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047090016,ROI small area,"Cork, Cloyne and Ross",047090016,146,27,28,10
137009004,ROI small area,"Kilmore, Elphin and Ardagh",137009004,165,24,17,22
137032001,ROI small area,"Kilmore, Elphin and Ardagh",137032001,291,15,29,11
137045021,ROI small area,"Kilmore, Elphin and Ardagh",137045021,155,18,15,16
137045020,ROI small area,"Kilmore, Elphin and Ardagh",137045020,72,51,18,60
037057072,ROI small area,"Tuam, Limerick and Killaloe",037057072,278,29,52,8
037057008,ROI small area,"Tuam, Limerick and Killaloe",037057008,217,27,21,12
197106001,ROI small area,"Kilmore, Elphin and Ardagh",197106001,100,25,40,7
197106002,ROI small area,"Kilmore, Elphin and Ardagh",197106002,247,26,38,17
137009006,ROI small area,Meath and Kildare,137009006,246,58,47,131
137009007,ROI small area,Meath and Kildare,137009007,171,18,9,13
027002005,ROI small area,"Kilmore, Elphin and Ardagh",027002005,156,25,23,10
197097002,ROI small area,"Kilmore, Elphin and Ardagh",197097002,215,6,17,22
197020003,ROI small area,"Kilmore, Elphin and Ardagh",197020003,126,7,14,15
197097005,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
237064004,ROI small area,Meath and Kildare,237064004,248,13,55,12
207038004,ROI small area,"Kilmore, Elphin and Ardagh",207038004,123,18,30,0
207038002,ROI small area,"Kilmore, Elphin and Ardagh",207038002,170,14,32,1
207050008,ROI small area,"Tuam, Limerick and Killaloe",207050008,181,14,17,5
207071010,ROI small area,"Tuam, Limerick and Killaloe",207071010,111,29,30,46
207038007,ROI small area,"Kilmore, Elphin and Ardagh",207038007,148,20,22,43
127020003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047170002,ROI small area,"Tuam, Limerick and Killaloe",047170002,210,7,11,3
127061001,ROI small area,"Cork, Cloyne and Ross",127061001,105,4,10,8
127061003,ROI small area,"Cork, Cloyne and Ross",127061003,138,1,7,10
157015008,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157015007,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
157015011,ROI small area,"Tuam, Limerick and Killaloe",157015011,174,16,12,8
157010004,ROI small area,"Tuam, Limerick and Killaloe",157010004,286,11,21,2
157094001,ROI small area,"Tuam, Limerick and Killaloe",157094001,188,7,6,3
157097007,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
207025003,ROI small area,"Tuam, Limerick and Killaloe",207025003,152,8,14,0
207047011,ROI small area,"Tuam, Limerick and Killaloe",207047011,129,19,23,12
207047009,ROI small area,"Tuam, Limerick and Killaloe",207047009,189,5,15,6
207047007,ROI small area,"Tuam, Limerick and Killaloe",207047007,189,5,17,3
207036002,ROI small area,"Tuam, Limerick and Killaloe",207036002,146,9,22,18
207043004,ROI small area,"Tuam, Limerick and Killaloe",207043004,64,2,15,0
207077011,ROI small area,"Tuam, Limerick and Killaloe",207077011,127,15,18,22
207077004,ROI small area,"Tuam, Limerick and Killaloe",207077004,106,41,37,71
207077005,ROI small area,"Tuam, Limerick and Killaloe",207077005,109,37,19,21
207066002,ROI small area,"Tuam, Limerick and Killaloe",207066002,148,21,21,7
207012001,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
207050001/207050002,ROI small area,"Tuam, Limerick and Killaloe",207050001/207050002,188,20,25,4
207050003,ROI small area,"Tuam, Limerick and Killaloe",207050003,222,5,21,25
207012005/207012007,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
207050006,ROI small area,"Tuam, Limerick and Killaloe",207050006,217,7,19,6
207050010,ROI small area,"Tuam, Limerick and Killaloe",207050010,199,16,20,8
207071034,ROI small area,"Tuam, Limerick and Killaloe",207071034,198,21,28,23
207082011,ROI small area,"Tuam, Limerick and Killaloe",207082011,123,7,13,16
207055011,ROI small area,"Tuam, Limerick and Killaloe",207055011,125,8,36,4
207055013,ROI small area,"Tuam, Limerick and Killaloe",207055013,149,11,22,9
127018046,ROI small area,"Tuam, Limerick and Killaloe",127018046,200,40,44,9
127018045,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037128005,ROI small area,"Tuam, Limerick and Killaloe",037128005,258,23,39,20
037057007,ROI small area,"Tuam, Limerick and Killaloe",037057007,251,48,60,7
047217004,ROI small area,"Cork, Cloyne and Ross",047217004,231,15,33,11
047140009,ROI small area,"Cork, Cloyne and Ross",047140009,295,12,16,18
047246004,ROI small area,"Cork, Cloyne and Ross",047246004,82,27,26,31
047324004,ROI small area,"Cork, Cloyne and Ross",047324004,246,24,31,21
047324014,ROI small area,"Cork, Cloyne and Ross",047324014,187,7,21,11
047245012,ROI small area,"Cork, Cloyne and Ross",047245012,266,12,41,3
047206001,ROI small area,"Cork, Cloyne and Ross",047206001,225,16,27,4
047260004,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047060008,ROI small area,"Cork, Cloyne and Ross",047060008,177,10,11,10
047268002,ROI small area,"Cork, Cloyne and Ross",047268002,165,6,14,27
047090001,ROI small area,"Cork, Cloyne and Ross",047090001,194,20,37,28
037077008/037077014,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
037095004,ROI small area,"Tuam, Limerick and Killaloe",037095004,161,7,37,6
127094010,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
127031004,ROI small area,"Tuam, Limerick and Killaloe",127031004,276,10,36,11
127084004,ROI small area,"Tuam, Limerick and Killaloe",127084004,308,21,17,2
047090011,ROI small area,"Cork, Cloyne and Ross",047090011,132,59,35,28
127001011,ROI small area,"Tuam, Limerick and Killaloe",127001011,242,15,13,6
127001009,ROI small area,"Tuam, Limerick and Killaloe",127001009,124,13,9,8
127001007,ROI small area,"Tuam, Limerick and Killaloe",127001007,120,8,19,8
117017002,ROI small area,"Kilmore, Elphin and Ardagh",117017002,140,7,21,8
117016002,ROI small area,"Kilmore, Elphin and Ardagh",117016002,106,20,13,3
237079010,ROI small area,Meath and Kildare,237079010,175,38,25,117
237079025,ROI small area,Meath and Kildare,237079025,258,19,38,9
237022001,ROI small area,Meath and Kildare,237022001,309,46,40,11
237079030,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
237087001,ROI small area,Meath and Kildare,237087001,141,7,22,4
067017009,ROI small area,"Tuam, Limerick and Killaloe",067017009,325,56,29,39
067017011,ROI small area,"Tuam, Limerick and Killaloe",067017011,212,42,16,48
067017016,ROI small area,"Tuam, Limerick and Killaloe",067017016,203,26,21,19
157051004,ROI small area,"Tuam, Limerick and Killaloe",157051004,163,13,29,2
137045006,ROI small area,"Kilmore, Elphin and Ardagh",137045006,160,59,45,53
137013008,ROI small area,"Kilmore, Elphin and Ardagh",137013008,139,47,39,5
237003019,ROI small area,"Tuam, Limerick and Killaloe",237003019,58,23,30,7
197008001,ROI small area,"Tuam, Limerick and Killaloe",197008001,310,12,39,29
197008002,ROI small area,"Tuam, Limerick and Killaloe",197008002,391,54,56,37
197059003,ROI small area,"Kilmore, Elphin and Ardagh",197059003,228,34,37,18
197062003,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
197096002,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
157069005,ROI small area,"Tuam, Limerick and Killaloe",157069005,249,41,51,21
067211018/067211020,ROI small area,"Tuam, Limerick and Killaloe",067211018/067211020,404,72,83,49
167070002,ROI small area,Meath and Kildare,167070002,255,53,51,21
167046008,ROI small area,Meath and Kildare,167046008,188,11,44,13
167090017,ROI small area,Meath and Kildare,167090017,245,27,49,23
157021010,ROI small area,"Tuam, Limerick and Killaloe",157021010,200,24,29,12
157106002,ROI small area,"Tuam, Limerick and Killaloe",157106002,152,5,15,10
137013005,ROI small area,"Kilmore, Elphin and Ardagh",137013005,189,25,28,8
037026006,ROI small area,"Tuam, Limerick and Killaloe",037026006,268,14,33,7
037057060,ROI small area,"Tuam, Limerick and Killaloe",037057060,203,15,57,222
037057056,ROI small area,"Tuam, Limerick and Killaloe",037057056,256,15,42,16
037057051,ROI small area,"Tuam, Limerick and Killaloe",037057051,222,40,51,17
127105009,ROI small area,"Tuam, Limerick and Killaloe",127105009,208,51,56,36
227028003,ROI small area,"Cork, Cloyne and Ross",227028003,230,9,35,23
227067002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
047012001,ROI small area,"Cork, Cloyne and Ross",047012001,187,8,14,4
047129006,ROI small area,"Cork, Cloyne and Ross",047129006,170,18,23,7
077046001,ROI small area,"Tuam, Limerick and Killaloe",077046001,190,10,11,9
137044001/137044003,ROI small area,"Kilmore, Elphin and Ardagh",137044001/137044003,190,48,46,20
137013002,ROI small area,"Kilmore, Elphin and Ardagh",137013002,285,21,33,27
137013004,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
137053005,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
137045019,ROI small area,"Kilmore, Elphin and Ardagh",137045019,194,10,22,10
127084005,ROI small area,"Tuam, Limerick and Killaloe",127084005,284,8,19,15
077128008,ROI small area,"Tuam, Limerick and Killaloe",077128008,205,12,11,6
077128021,ROI small area,"Tuam, Limerick and Killaloe",077128021,146,11,36,5
077104006/077104007,ROI small area,"Tuam, Limerick and Killaloe",077104006/077104007,152,4,23,10
077129006,ROI small area,"Tuam, Limerick and Killaloe",077129006,135,13,17,4
077129005,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
237075009,ROI small area,Meath and Kildare,NA,NA,NA,NA,NA
037118010,ROI small area,"Tuam, Limerick and Killaloe",037118010,133,5,23,14
037123004/037123005,ROI small area,"Tuam, Limerick and Killaloe",037123004/037123005,156,12,33,22
127001005,ROI small area,"Tuam, Limerick and Killaloe",127001005,132,10,13,11
127116013,ROI small area,"Tuam, Limerick and Killaloe",127116013,121,24,17,6
127116015,ROI small area,"Tuam, Limerick and Killaloe",127116015,199,16,27,22
127116022,ROI small area,"Tuam, Limerick and Killaloe",127116022,270,40,26,24
127013001,ROI small area,"Tuam, Limerick and Killaloe",127013001,221,11,25,15
127054004,ROI small area,"Tuam, Limerick and Killaloe",127054004,208,22,13,131
267107003,ROI small area,Meath and Kildare,267107003,298,49,61,22
157051002,ROI small area,"Tuam, Limerick and Killaloe",157051002,156,36,21,18
157051018,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
207077006,ROI small area,"Tuam, Limerick and Killaloe",207077006,199,8,17,26
207046001,ROI small area,"Tuam, Limerick and Killaloe",207046001,223,12,25,6
237075012,ROI small area,Meath and Kildare,237075012,138,18,17,59
237004017,ROI small area,"Tuam, Limerick and Killaloe",237004017,274,26,20,16
237077008,ROI small area,"Tuam, Limerick and Killaloe",237077008,259,29,36,24
157020003,ROI small area,"Tuam, Limerick and Killaloe",157020003,207,9,11,19
157051003,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
197011011,ROI small area,"Tuam, Limerick and Killaloe",197011011,132,12,13,4
197011007,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
197011006,ROI small area,"Tuam, Limerick and Killaloe",197011006,183,159,17,12
157036007,ROI small area,"Tuam, Limerick and Killaloe",157036007,192,12,35,4
117015022,ROI small area,"Kilmore, Elphin and Ardagh",117015022,339,13,33,5
117015002,ROI small area,"Kilmore, Elphin and Ardagh",117015002,154,32,14,8
117015001,ROI small area,"Kilmore, Elphin and Ardagh",NA,NA,NA,NA,NA
117036001,ROI small area,"Kilmore, Elphin and Ardagh",117036001,224,7,31,6
197092002,ROI small area,"Kilmore, Elphin and Ardagh",197092002,209,19,49,10
117059004,ROI small area,"Kilmore, Elphin and Ardagh",117059004,166,14,33,17
117035004,ROI small area,"Kilmore, Elphin and Ardagh",117035004,153,8,15,9
128036011,ROI small area,"Tuam, Limerick and Killaloe",128036011,191,1,13,9
128002006,ROI small area,"Tuam, Limerick and Killaloe",128002006,191,26,46,27
127036003,ROI small area,"Tuam, Limerick and Killaloe",127036003,166,17,31,23
127090003,ROI small area,"Cork, Cloyne and Ross",127090003,251,6,37,17
037079004,ROI small area,"Tuam, Limerick and Killaloe",037079004,184,9,6,6
037027032,ROI small area,"Tuam, Limerick and Killaloe",037027032,124,35,17,5
037027014,ROI small area,"Tuam, Limerick and Killaloe",037027014,500,189,101,37
048061005,ROI small area,"Cork, Cloyne and Ross",048061005,271,27,36,19
048048006,ROI small area,"Cork, Cloyne and Ross",048048006,189,7,27,8
048064007,ROI small area,"Cork, Cloyne and Ross",048064007,220,13,34,7
047090017,ROI small area,"Cork, Cloyne and Ross",047090017,137,24,15,13
047196002,ROI small area,"Cork, Cloyne and Ross",NA,NA,NA,NA,NA
077020002,ROI small area,"Tuam, Limerick and Killaloe",NA,NA,NA,NA,NA
047072023,ROI small area,"Cork, Cloyne and Ross",047072023,317,99,97,14
077160069,ROI small area,"Tuam, Limerick and Killaloe",077160069,134,44,16,49
077160033,ROI small area,"Tuam, Limerick and Killaloe",077160033,204,49,43,52
